Frame ID,Marker ID,Top Left,Top Right,Bottom Right,Bottom Left
596,6,"(393.0, 296.0)","(417.0, 294.0)","(418.0, 317.0)","(395.0, 318.0)"
597,6,"(383.0, 294.0)","(406.0, 293.0)","(408.0, 316.0)","(385.0, 318.0)"
598,6,"(380.0, 297.0)","(405.0, 295.0)","(407.0, 318.0)","(383.0, 321.0)"
599,6,"(385.0, 294.0)","(410.0, 290.0)","(412.0, 314.0)","(387.0, 317.0)"
600,6,"(386.0, 290.0)","(412.0, 287.0)","(414.0, 313.0)","(388.0, 315.0)"
601,6,"(389.0, 294.0)","(416.0, 292.0)","(418.0, 319.0)","(391.0, 321.0)"
602,6,"(375.0, 311.0)","(403.0, 309.0)","(405.0, 337.0)","(378.0, 339.0)"
603,6,"(382.0, 294.0)","(411.0, 292.0)","(413.0, 320.0)","(384.0, 322.0)"
604,6,"(377.0, 303.0)","(406.0, 301.0)","(408.0, 330.0)","(379.0, 332.0)"
605,6,"(367.0, 305.0)","(397.0, 303.0)","(399.0, 332.0)","(369.0, 334.0)"
606,6,"(377.0, 307.0)","(408.0, 304.0)","(411.0, 334.0)","(380.0, 336.0)"
607,6,"(375.0, 306.0)","(407.0, 304.0)","(409.0, 334.0)","(378.0, 337.0)"
608,6,"(410.0, 310.0)","(443.0, 307.0)","(445.0, 339.0)","(412.0, 341.0)"
609,6,"(432.0, 301.0)","(465.0, 300.0)","(466.0, 333.0)","(433.0, 334.0)"
610,6,"(453.0, 298.0)","(487.0, 297.0)","(488.0, 332.0)","(454.0, 333.0)"
611,6,"(457.0, 327.0)","(492.0, 325.0)","(494.0, 361.0)","(459.0, 363.0)"
612,6,"(459.0, 328.0)","(496.0, 326.0)","(498.0, 362.0)","(461.0, 364.0)"
613,6,"(456.0, 308.0)","(493.0, 305.0)","(496.0, 342.0)","(458.0, 345.0)"
614,6,"(449.0, 303.0)","(487.0, 300.0)","(490.0, 339.0)","(452.0, 341.0)"
615,6,"(446.0, 297.0)","(485.0, 294.0)","(488.0, 334.0)","(449.0, 336.0)"
616,6,"(441.0, 300.0)","(482.0, 296.0)","(485.0, 336.0)","(444.0, 340.0)"
617,6,"(453.0, 297.0)","(495.0, 293.0)","(499.0, 336.0)","(457.0, 339.0)"
618,6,"(508.0, 302.0)","(552.0, 298.0)","(556.0, 342.0)","(511.0, 346.0)"
619,6,"(556.0, 293.0)","(603.0, 288.0)","(606.0, 334.0)","(559.0, 339.0)"
620,6,"(573.0, 280.0)","(622.0, 277.0)","(625.0, 324.0)","(576.0, 328.0)"
621,6,"(618.0, 279.0)","(670.0, 275.0)","(672.0, 325.0)","(621.0, 328.0)"
622,6,"(660.0, 279.0)","(714.0, 275.0)","(717.0, 326.0)","(662.0, 330.0)"
623,6,"(796.0, 260.0)","(859.0, 256.0)","(862.0, 313.0)","(799.0, 315.0)"
671,0,"(563.0, 295.0)","(573.0, 294.0)","(574.0, 304.0)","(563.0, 305.0)"
676,0,"(549.0, 282.0)","(561.0, 282.0)","(561.0, 293.0)","(549.0, 294.0)"
678,0,"(561.0, 273.0)","(573.0, 272.0)","(574.0, 284.0)","(562.0, 285.0)"
681,0,"(539.0, 282.0)","(551.0, 281.0)","(552.0, 294.0)","(540.0, 295.0)"
682,11,"(405.0, 546.0)","(417.0, 539.0)","(435.0, 540.0)","(423.0, 547.0)"
683,0,"(524.0, 278.0)","(537.0, 277.0)","(538.0, 289.0)","(526.0, 291.0)"
684,0,"(515.0, 289.0)","(528.0, 288.0)","(529.0, 300.0)","(516.0, 301.0)"
685,0,"(545.0, 293.0)","(557.0, 292.0)","(558.0, 305.0)","(546.0, 306.0)"
687,11,"(383.0, 580.0)","(397.0, 572.0)","(418.0, 574.0)","(403.0, 583.0)"
687,0,"(521.0, 270.0)","(535.0, 269.0)","(536.0, 282.0)","(522.0, 283.0)"
688,11,"(362.0, 585.0)","(377.0, 576.0)","(398.0, 578.0)","(384.0, 587.0)"
689,0,"(486.0, 276.0)","(500.0, 274.0)","(502.0, 289.0)","(488.0, 290.0)"
689,11,"(348.0, 617.0)","(364.0, 607.0)","(386.0, 609.0)","(371.0, 620.0)"
690,0,"(477.0, 271.0)","(491.0, 269.0)","(493.0, 283.0)","(479.0, 285.0)"
691,11,"(330.0, 623.0)","(346.0, 611.0)","(370.0, 612.0)","(355.0, 624.0)"
691,0,"(465.0, 264.0)","(479.0, 262.0)","(481.0, 276.0)","(467.0, 278.0)"
692,11,"(325.0, 630.0)","(342.0, 617.0)","(365.0, 619.0)","(349.0, 631.0)"
692,0,"(458.0, 266.0)","(472.0, 263.0)","(475.0, 278.0)","(460.0, 280.0)"
693,11,"(319.0, 650.0)","(336.0, 638.0)","(361.0, 639.0)","(344.0, 653.0)"
694,11,"(335.0, 630.0)","(355.0, 617.0)","(379.0, 620.0)","(362.0, 633.0)"
694,0,"(486.0, 248.0)","(500.0, 245.0)","(503.0, 261.0)","(488.0, 263.0)"
695,11,"(316.0, 624.0)","(334.0, 611.0)","(360.0, 613.0)","(343.0, 627.0)"
696,11,"(318.0, 641.0)","(337.0, 627.0)","(364.0, 631.0)","(345.0, 645.0)"
696,0,"(484.0, 238.0)","(500.0, 235.0)","(502.0, 251.0)","(486.0, 253.0)"
697,11,"(320.0, 648.0)","(340.0, 633.0)","(368.0, 636.0)","(347.0, 652.0)"
697,0,"(493.0, 236.0)","(509.0, 234.0)","(511.0, 250.0)","(495.0, 252.0)"
698,11,"(308.0, 676.0)","(329.0, 660.0)","(358.0, 665.0)","(337.0, 681.0)"
699,0,"(501.0, 257.0)","(518.0, 255.0)","(519.0, 272.0)","(503.0, 273.0)"
699,11,"(312.0, 694.0)","(334.0, 677.0)","(363.0, 682.0)","(342.0, 699.0)"
700,0,"(509.0, 246.0)","(526.0, 245.0)","(527.0, 261.0)","(510.0, 263.0)"
700,11,"(309.0, 694.0)","(332.0, 676.0)","(361.0, 682.0)","(337.0, 700.0)"
701,0,"(495.0, 259.0)","(512.0, 258.0)","(513.0, 275.0)","(496.0, 277.0)"
701,11,"(277.0, 731.0)","(304.0, 711.0)","(333.0, 718.0)","(308.0, 738.0)"
702,0,"(502.0, 257.0)","(519.0, 255.0)","(520.0, 273.0)","(503.0, 274.0)"
703,0,"(498.0, 275.0)","(515.0, 273.0)","(517.0, 292.0)","(500.0, 293.0)"
704,0,"(523.0, 268.0)","(541.0, 266.0)","(543.0, 283.0)","(525.0, 286.0)"
705,0,"(528.0, 261.0)","(547.0, 259.0)","(549.0, 277.0)","(530.0, 279.0)"
706,0,"(531.0, 258.0)","(550.0, 255.0)","(551.0, 274.0)","(533.0, 276.0)"
707,0,"(532.0, 260.0)","(551.0, 258.0)","(552.0, 278.0)","(533.0, 279.0)"
707,4,"(816.0, 175.0)","(824.0, 172.0)","(825.0, 205.0)","(817.0, 208.0)"
708,0,"(535.0, 263.0)","(555.0, 261.0)","(556.0, 280.0)","(537.0, 282.0)"
709,0,"(535.0, 275.0)","(555.0, 273.0)","(556.0, 292.0)","(537.0, 294.0)"
710,4,"(826.0, 160.0)","(837.0, 156.0)","(836.0, 193.0)","(825.0, 196.0)"
710,0,"(508.0, 250.0)","(529.0, 249.0)","(529.0, 270.0)","(509.0, 271.0)"
711,0,"(496.0, 262.0)","(517.0, 261.0)","(517.0, 281.0)","(497.0, 283.0)"
712,0,"(477.0, 260.0)","(498.0, 259.0)","(499.0, 280.0)","(478.0, 281.0)"
712,4,"(806.0, 162.0)","(817.0, 158.0)","(818.0, 196.0)","(806.0, 200.0)"
713,0,"(470.0, 258.0)","(491.0, 256.0)","(493.0, 278.0)","(471.0, 280.0)"
713,4,"(807.0, 150.0)","(820.0, 145.0)","(821.0, 186.0)","(808.0, 190.0)"
714,0,"(470.0, 250.0)","(493.0, 248.0)","(493.0, 270.0)","(472.0, 272.0)"
715,0,"(484.0, 229.0)","(507.0, 227.0)","(508.0, 250.0)","(486.0, 252.0)"
716,0,"(511.0, 221.0)","(536.0, 219.0)","(537.0, 243.0)","(513.0, 245.0)"
717,0,"(520.0, 217.0)","(545.0, 216.0)","(546.0, 240.0)","(521.0, 242.0)"
717,4,"(953.0, 88.0)","(975.0, 79.0)","(974.0, 131.0)","(951.0, 138.0)"
718,0,"(522.0, 240.0)","(547.0, 239.0)","(548.0, 265.0)","(523.0, 266.0)"
719,0,"(516.0, 233.0)","(542.0, 232.0)","(544.0, 258.0)","(517.0, 260.0)"
720,0,"(516.0, 233.0)","(542.0, 232.0)","(544.0, 258.0)","(517.0, 260.0)"
721,0,"(514.0, 233.0)","(541.0, 231.0)","(543.0, 259.0)","(516.0, 261.0)"
722,0,"(513.0, 250.0)","(541.0, 248.0)","(542.0, 276.0)","(514.0, 278.0)"
723,0,"(547.0, 242.0)","(577.0, 240.0)","(578.0, 269.0)","(549.0, 271.0)"
724,0,"(554.0, 242.0)","(585.0, 240.0)","(587.0, 269.0)","(556.0, 272.0)"
725,0,"(563.0, 239.0)","(594.0, 237.0)","(596.0, 268.0)","(565.0, 270.0)"
726,0,"(578.0, 239.0)","(609.0, 237.0)","(612.0, 270.0)","(579.0, 272.0)"
727,0,"(567.0, 241.0)","(601.0, 239.0)","(603.0, 272.0)","(569.0, 275.0)"
728,0,"(529.0, 251.0)","(564.0, 250.0)","(565.0, 284.0)","(530.0, 286.0)"
729,0,"(502.0, 242.0)","(539.0, 240.0)","(541.0, 276.0)","(504.0, 279.0)"
730,0,"(473.0, 257.0)","(510.0, 254.0)","(512.0, 291.0)","(475.0, 294.0)"
731,0,"(469.0, 264.0)","(506.0, 261.0)","(509.0, 299.0)","(471.0, 302.0)"
732,0,"(473.0, 265.0)","(512.0, 262.0)","(516.0, 301.0)","(476.0, 304.0)"
733,0,"(450.0, 264.0)","(491.0, 261.0)","(494.0, 301.0)","(453.0, 304.0)"
734,0,"(464.0, 252.0)","(505.0, 248.0)","(509.0, 289.0)","(467.0, 293.0)"
735,0,"(471.0, 251.0)","(515.0, 248.0)","(518.0, 292.0)","(474.0, 294.0)"
736,0,"(471.0, 251.0)","(515.0, 248.0)","(518.0, 292.0)","(474.0, 294.0)"
737,0,"(444.0, 256.0)","(490.0, 253.0)","(493.0, 298.0)","(447.0, 301.0)"
738,0,"(407.0, 226.0)","(454.0, 223.0)","(458.0, 269.0)","(411.0, 272.0)"
739,0,"(375.0, 239.0)","(424.0, 237.0)","(425.0, 285.0)","(377.0, 288.0)"
740,0,"(312.0, 237.0)","(364.0, 233.0)","(369.0, 285.0)","(316.0, 289.0)"
741,0,"(298.0, 212.0)","(354.0, 208.0)","(360.0, 261.0)","(304.0, 266.0)"
742,0,"(287.0, 201.0)","(344.0, 199.0)","(349.0, 254.0)","(291.0, 258.0)"
743,0,"(281.0, 202.0)","(342.0, 199.0)","(345.0, 257.0)","(285.0, 261.0)"
744,0,"(276.0, 229.0)","(337.0, 225.0)","(343.0, 285.0)","(283.0, 289.0)"
745,0,"(238.0, 213.0)","(303.0, 211.0)","(307.0, 273.0)","(243.0, 276.0)"
746,0,"(200.0, 203.0)","(268.0, 202.0)","(273.0, 265.0)","(204.0, 269.0)"
747,0,"(174.0, 198.0)","(244.0, 196.0)","(249.0, 263.0)","(179.0, 266.0)"
748,0,"(146.0, 196.0)","(221.0, 195.0)","(226.0, 265.0)","(152.0, 268.0)"
749,0,"(145.0, 189.0)","(221.0, 187.0)","(227.0, 257.0)","(152.0, 260.0)"
750,0,"(64.0, 164.0)","(149.0, 164.0)","(153.0, 240.0)","(70.0, 243.0)"
757,7,"(861.0, 327.0)","(854.0, 273.0)","(912.0, 265.0)","(918.0, 321.0)"
758,7,"(740.0, 280.0)","(737.0, 227.0)","(794.0, 220.0)","(796.0, 274.0)"
759,7,"(721.0, 277.0)","(718.0, 223.0)","(774.0, 218.0)","(776.0, 272.0)"
760,7,"(644.0, 253.0)","(645.0, 200.0)","(701.0, 196.0)","(700.0, 250.0)"
761,7,"(596.0, 281.0)","(594.0, 229.0)","(647.0, 224.0)","(648.0, 277.0)"
762,7,"(534.0, 283.0)","(530.0, 232.0)","(583.0, 227.0)","(585.0, 278.0)"
763,7,"(412.0, 263.0)","(409.0, 211.0)","(461.0, 208.0)","(463.0, 260.0)"
764,7,"(363.0, 278.0)","(360.0, 226.0)","(412.0, 222.0)","(415.0, 274.0)"
765,7,"(333.0, 287.0)","(329.0, 234.0)","(382.0, 230.0)","(386.0, 283.0)"
766,7,"(332.0, 290.0)","(326.0, 236.0)","(380.0, 232.0)","(385.0, 285.0)"
767,7,"(347.0, 292.0)","(341.0, 237.0)","(395.0, 232.0)","(401.0, 286.0)"
768,7,"(377.0, 293.0)","(371.0, 237.0)","(426.0, 233.0)","(432.0, 289.0)"
769,7,"(415.0, 291.0)","(409.0, 234.0)","(464.0, 229.0)","(470.0, 286.0)"
770,7,"(471.0, 296.0)","(467.0, 237.0)","(525.0, 234.0)","(528.0, 292.0)"
771,7,"(492.0, 273.0)","(489.0, 212.0)","(548.0, 209.0)","(551.0, 269.0)"
772,7,"(522.0, 285.0)","(518.0, 222.0)","(580.0, 218.0)","(583.0, 281.0)"
773,7,"(530.0, 291.0)","(527.0, 225.0)","(589.0, 221.0)","(593.0, 286.0)"
774,7,"(538.0, 291.0)","(534.0, 225.0)","(599.0, 220.0)","(602.0, 286.0)"
775,7,"(550.0, 270.0)","(550.0, 196.0)","(617.0, 194.0)","(616.0, 268.0)"
776,7,"(570.0, 295.0)","(567.0, 223.0)","(635.0, 218.0)","(639.0, 289.0)"
777,7,"(569.0, 269.0)","(566.0, 195.0)","(637.0, 190.0)","(639.0, 263.0)"
778,7,"(555.0, 273.0)","(550.0, 193.0)","(625.0, 187.0)","(628.0, 265.0)"
779,7,"(562.0, 277.0)","(557.0, 196.0)","(633.0, 189.0)","(637.0, 270.0)"
780,7,"(590.0, 295.0)","(587.0, 209.0)","(666.0, 204.0)","(669.0, 289.0)"
781,7,"(665.0, 332.0)","(662.0, 238.0)","(749.0, 232.0)","(751.0, 324.0)"
782,7,"(664.0, 338.0)","(664.0, 242.0)","(752.0, 238.0)","(752.0, 332.0)"
783,7,"(671.0, 348.0)","(669.0, 250.0)","(759.0, 245.0)","(758.0, 341.0)"
784,7,"(668.0, 341.0)","(666.0, 242.0)","(756.0, 237.0)","(757.0, 333.0)"
785,7,"(667.0, 330.0)","(666.0, 226.0)","(757.0, 222.0)","(756.0, 323.0)"
786,7,"(699.0, 327.0)","(697.0, 222.0)","(791.0, 217.0)","(790.0, 318.0)"
787,7,"(718.0, 310.0)","(717.0, 203.0)","(811.0, 198.0)","(810.0, 301.0)"
788,7,"(739.0, 302.0)","(740.0, 189.0)","(838.0, 184.0)","(835.0, 294.0)"
789,7,"(711.0, 315.0)","(711.0, 199.0)","(810.0, 193.0)","(809.0, 305.0)"
790,7,"(696.0, 347.0)","(697.0, 228.0)","(799.0, 224.0)","(794.0, 339.0)"
791,7,"(716.0, 348.0)","(718.0, 227.0)","(822.0, 223.0)","(817.0, 340.0)"
792,7,"(744.0, 349.0)","(747.0, 223.0)","(854.0, 219.0)","(849.0, 340.0)"
793,7,"(749.0, 345.0)","(752.0, 219.0)","(859.0, 215.0)","(855.0, 336.0)"
794,7,"(769.0, 346.0)","(771.0, 214.0)","(884.0, 210.0)","(878.0, 337.0)"
795,7,"(769.0, 346.0)","(771.0, 214.0)","(884.0, 210.0)","(878.0, 337.0)"
796,7,"(786.0, 352.0)","(790.0, 215.0)","(907.0, 210.0)","(901.0, 342.0)"
797,7,"(819.0, 336.0)","(826.0, 190.0)","(953.0, 185.0)","(943.0, 327.0)"
835,8,"(561.0, 25.0)","(664.0, 19.0)","(655.0, 133.0)","(549.0, 132.0)"
836,8,"(512.0, 20.0)","(616.0, 13.0)","(607.0, 128.0)","(503.0, 129.0)"
837,8,"(417.0, 23.0)","(515.0, 18.0)","(510.0, 131.0)","(412.0, 131.0)"
838,8,"(306.0, 45.0)","(403.0, 45.0)","(397.0, 157.0)","(301.0, 152.0)"
839,8,"(279.0, 33.0)","(378.0, 32.0)","(374.0, 144.0)","(277.0, 141.0)"
840,1,"(882.0, 186.0)","(900.0, 188.0)","(897.0, 203.0)","(879.0, 202.0)"
840,8,"(271.0, 31.0)","(370.0, 29.0)","(367.0, 142.0)","(269.0, 139.0)"
841,8,"(257.0, 28.0)","(357.0, 30.0)","(353.0, 144.0)","(253.0, 141.0)"
855,1,"(433.0, 93.0)","(448.0, 93.0)","(448.0, 108.0)","(433.0, 107.0)"
936,9,"(421.0, 21.0)","(481.0, 17.0)","(488.0, 81.0)","(430.0, 85.0)"
937,9,"(404.0, 55.0)","(466.0, 53.0)","(472.0, 117.0)","(410.0, 120.0)"
938,9,"(410.0, 30.0)","(474.0, 31.0)","(477.0, 96.0)","(413.0, 97.0)"
939,9,"(421.0, 20.0)","(487.0, 20.0)","(491.0, 87.0)","(426.0, 89.0)"
940,9,"(404.0, 54.0)","(470.0, 53.0)","(475.0, 123.0)","(409.0, 126.0)"
941,9,"(394.0, 69.0)","(463.0, 67.0)","(466.0, 137.0)","(400.0, 140.0)"
942,9,"(383.0, 95.0)","(452.0, 92.0)","(457.0, 163.0)","(389.0, 166.0)"
943,9,"(393.0, 101.0)","(464.0, 98.0)","(470.0, 169.0)","(400.0, 174.0)"
944,9,"(413.0, 62.0)","(487.0, 60.0)","(493.0, 137.0)","(420.0, 140.0)"
945,9,"(427.0, 86.0)","(505.0, 83.0)","(509.0, 164.0)","(432.0, 169.0)"
946,9,"(419.0, 130.0)","(499.0, 132.0)","(500.0, 214.0)","(422.0, 215.0)"
947,9,"(433.0, 186.0)","(516.0, 184.0)","(518.0, 269.0)","(437.0, 272.0)"
948,9,"(452.0, 177.0)","(538.0, 175.0)","(541.0, 261.0)","(456.0, 266.0)"
949,9,"(436.0, 163.0)","(524.0, 160.0)","(529.0, 250.0)","(441.0, 255.0)"
950,9,"(385.0, 96.0)","(483.0, 92.0)","(490.0, 190.0)","(394.0, 199.0)"
951,9,"(346.0, 104.0)","(446.0, 100.0)","(454.0, 202.0)","(356.0, 211.0)"
952,9,"(250.0, 71.0)","(362.0, 67.0)","(374.0, 175.0)","(264.0, 186.0)"
953,9,"(153.0, 64.0)","(277.0, 57.0)","(291.0, 181.0)","(173.0, 194.0)"
954,9,"(47.0, 129.0)","(185.0, 120.0)","(203.0, 246.0)","(70.0, 265.0)"
974,8,"(423.0, 109.0)","(445.0, 108.0)","(446.0, 127.0)","(426.0, 130.0)"
976,8,"(368.0, 167.0)","(390.0, 164.0)","(392.0, 183.0)","(371.0, 187.0)"
981,8,"(183.0, 351.0)","(207.0, 347.0)","(210.0, 367.0)","(187.0, 372.0)"
982,8,"(170.0, 393.0)","(194.0, 389.0)","(197.0, 410.0)","(174.0, 415.0)"
983,8,"(143.0, 403.0)","(167.0, 399.0)","(172.0, 420.0)","(148.0, 425.0)"
984,8,"(139.0, 391.0)","(165.0, 387.0)","(168.0, 408.0)","(145.0, 413.0)"
985,8,"(142.0, 370.0)","(166.0, 367.0)","(171.0, 388.0)","(147.0, 393.0)"
986,8,"(136.0, 352.0)","(162.0, 348.0)","(166.0, 370.0)","(141.0, 375.0)"
987,8,"(140.0, 384.0)","(165.0, 380.0)","(170.0, 402.0)","(145.0, 407.0)"
988,8,"(167.0, 410.0)","(192.0, 405.0)","(198.0, 427.0)","(173.0, 433.0)"
989,8,"(198.0, 359.0)","(222.0, 354.0)","(228.0, 377.0)","(203.0, 382.0)"
990,8,"(197.0, 376.0)","(223.0, 371.0)","(227.0, 394.0)","(202.0, 400.0)"
991,8,"(194.0, 419.0)","(220.0, 414.0)","(224.0, 438.0)","(199.0, 443.0)"
992,8,"(169.0, 439.0)","(197.0, 432.0)","(201.0, 456.0)","(174.0, 463.0)"
994,8,"(194.0, 449.0)","(220.0, 443.0)","(227.0, 467.0)","(200.0, 474.0)"
995,8,"(209.0, 457.0)","(236.0, 451.0)","(242.0, 474.0)","(215.0, 482.0)"
996,8,"(211.0, 463.0)","(239.0, 456.0)","(244.0, 480.0)","(218.0, 487.0)"
997,8,"(245.0, 459.0)","(272.0, 454.0)","(277.0, 478.0)","(251.0, 485.0)"
998,8,"(246.0, 463.0)","(272.0, 457.0)","(278.0, 482.0)","(251.0, 489.0)"
999,8,"(251.0, 447.0)","(280.0, 440.0)","(285.0, 465.0)","(257.0, 471.0)"
1000,8,"(276.0, 443.0)","(306.0, 436.0)","(311.0, 461.0)","(284.0, 467.0)"
1001,8,"(286.0, 418.0)","(314.0, 411.0)","(320.0, 436.0)","(293.0, 443.0)"
1002,8,"(281.0, 372.0)","(310.0, 365.0)","(316.0, 391.0)","(289.0, 398.0)"
1003,8,"(242.0, 357.0)","(274.0, 350.0)","(279.0, 376.0)","(248.0, 382.0)"
1004,8,"(214.0, 390.0)","(244.0, 383.0)","(251.0, 410.0)","(221.0, 418.0)"
1005,8,"(215.0, 396.0)","(246.0, 388.0)","(253.0, 415.0)","(224.0, 424.0)"
1006,8,"(209.0, 370.0)","(240.0, 363.0)","(247.0, 391.0)","(217.0, 399.0)"
1007,8,"(185.0, 357.0)","(219.0, 349.0)","(225.0, 377.0)","(193.0, 385.0)"
1008,8,"(173.0, 336.0)","(206.0, 329.0)","(213.0, 358.0)","(180.0, 366.0)"
1009,8,"(177.0, 349.0)","(212.0, 341.0)","(219.0, 372.0)","(186.0, 379.0)"
1010,8,"(172.0, 355.0)","(207.0, 347.0)","(215.0, 377.0)","(180.0, 386.0)"
1011,8,"(140.0, 352.0)","(176.0, 343.0)","(185.0, 375.0)","(150.0, 384.0)"
1012,8,"(131.0, 388.0)","(168.0, 378.0)","(177.0, 411.0)","(142.0, 422.0)"
1013,8,"(122.0, 363.0)","(160.0, 354.0)","(168.0, 387.0)","(132.0, 397.0)"
1014,8,"(129.0, 360.0)","(168.0, 350.0)","(177.0, 384.0)","(140.0, 394.0)"
1015,8,"(150.0, 354.0)","(188.0, 346.0)","(197.0, 381.0)","(159.0, 390.0)"
1016,8,"(155.0, 361.0)","(195.0, 351.0)","(205.0, 387.0)","(166.0, 397.0)"
1017,8,"(150.0, 348.0)","(191.0, 340.0)","(200.0, 377.0)","(160.0, 386.0)"
1018,8,"(83.0, 380.0)","(127.0, 369.0)","(137.0, 408.0)","(94.0, 420.0)"
1019,8,"(50.0, 387.0)","(96.0, 376.0)","(107.0, 416.0)","(62.0, 428.0)"
1020,8,"(33.0, 361.0)","(82.0, 349.0)","(93.0, 390.0)","(46.0, 402.0)"
1021,8,"(32.0, 341.0)","(80.0, 330.0)","(93.0, 371.0)","(44.0, 384.0)"
1022,8,"(65.0, 301.0)","(115.0, 291.0)","(126.0, 334.0)","(77.0, 344.0)"
1023,8,"(70.0, 289.0)","(121.0, 280.0)","(133.0, 323.0)","(84.0, 334.0)"
1024,8,"(86.0, 254.0)","(136.0, 244.0)","(149.0, 290.0)","(98.0, 301.0)"
1025,8,"(114.0, 250.0)","(166.0, 238.0)","(177.0, 285.0)","(127.0, 298.0)"
1026,8,"(80.0, 237.0)","(134.0, 227.0)","(145.0, 277.0)","(94.0, 288.0)"
1027,8,"(89.0, 207.0)","(143.0, 197.0)","(157.0, 247.0)","(103.0, 258.0)"
1028,8,"(105.0, 186.0)","(161.0, 175.0)","(175.0, 227.0)","(120.0, 238.0)"
1029,8,"(120.0, 169.0)","(177.0, 159.0)","(190.0, 212.0)","(135.0, 221.0)"
1030,8,"(183.0, 113.0)","(241.0, 107.0)","(252.0, 163.0)","(195.0, 170.0)"
1031,8,"(227.0, 110.0)","(285.0, 103.0)","(297.0, 161.0)","(238.0, 169.0)"
1032,8,"(225.0, 98.0)","(285.0, 89.0)","(296.0, 151.0)","(236.0, 159.0)"
1033,8,"(204.0, 110.0)","(266.0, 103.0)","(275.0, 165.0)","(214.0, 173.0)"
1034,1,"(481.0, 113.0)","(494.0, 111.0)","(495.0, 124.0)","(483.0, 126.0)"
1034,8,"(175.0, 87.0)","(240.0, 77.0)","(255.0, 141.0)","(190.0, 153.0)"
1035,1,"(509.0, 97.0)","(522.0, 96.0)","(524.0, 109.0)","(510.0, 111.0)"
1035,8,"(183.0, 34.0)","(253.0, 26.0)","(265.0, 96.0)","(196.0, 104.0)"
1036,8,"(186.0, 24.0)","(258.0, 17.0)","(271.0, 87.0)","(201.0, 97.0)"
1037,8,"(212.0, 41.0)","(285.0, 34.0)","(294.0, 107.0)","(221.0, 114.0)"
1038,8,"(196.0, 28.0)","(271.0, 20.0)","(282.0, 95.0)","(207.0, 103.0)"
1039,8,"(151.0, 13.0)","(232.0, 6.0)","(242.0, 87.0)","(163.0, 95.0)"
1055,1,"(747.0, 74.0)","(767.0, 73.0)","(767.0, 91.0)","(748.0, 94.0)"
1056,10,"(15.0, 131.0)","(32.0, 132.0)","(36.0, 157.0)","(19.0, 156.0)"
1056,1,"(799.0, 70.0)","(820.0, 68.0)","(820.0, 88.0)","(800.0, 90.0)"
1057,10,"(18.0, 125.0)","(35.0, 126.0)","(39.0, 152.0)","(22.0, 150.0)"
1058,10,"(36.0, 130.0)","(53.0, 131.0)","(58.0, 157.0)","(41.0, 156.0)"
1058,1,"(834.0, 41.0)","(857.0, 37.0)","(857.0, 56.0)","(835.0, 60.0)"
1060,10,"(120.0, 110.0)","(137.0, 111.0)","(141.0, 136.0)","(125.0, 136.0)"
1061,10,"(140.0, 119.0)","(158.0, 121.0)","(161.0, 146.0)","(145.0, 145.0)"
1062,10,"(163.0, 136.0)","(181.0, 137.0)","(186.0, 163.0)","(168.0, 162.0)"
1063,10,"(168.0, 111.0)","(186.0, 111.0)","(191.0, 138.0)","(173.0, 137.0)"
1065,10,"(49.0, 84.0)","(69.0, 86.0)","(74.0, 114.0)","(54.0, 112.0)"
1066,10,"(51.0, 33.0)","(72.0, 35.0)","(76.0, 66.0)","(57.0, 64.0)"
